feature_idx,feature_theme,layer,n_seq,n_tokens,subsample_seed,n_train_pos,n_test,n_test_pos,auc_roc,auc_pr,p_at_k,C,n_iter,converged,fit_seconds,degenerate
9989,refusal,12,8,2040,12,32,20400,190,0.8172973254511836,0.11319892536669367,0.2,0.001,19,1,0.137,0
817,deception,12,8,2040,12,7,20400,267,0.7139564964149455,0.03479822449911576,0.0599250936329588,0.001,23,1,0.175,0
12730,ethics,12,8,2040,12,5,20400,75,0.7678163181631816,0.04170532988315258,0.10666666666666667,0.001,20,1,0.148,0
892,sycophancy-adj,12,8,2040,12,9,20400,68,0.9539547916353243,0.15711624450553788,0.25,0.001,19,1,0.133,0
1031,harm,12,8,2040,12,29,20400,97,0.9186773982413854,0.16349189703767217,0.24742268041237114,0.001,18,1,0.119,0
9989,refusal,12,8,2040,13,1,20400,190,0.6999152321675043,0.026505885614441393,0.07368421052631578,0.001,16,1,0.127,0
817,deception,12,8,2040,13,1,20400,267,0.5848007752193234,0.018513497497164928,0.0299625468164794,0.001,18,1,0.134,0
12730,ethics,12,8,2040,13,0,,,,,,0.001,,,0.0,1
892,sycophancy-adj,12,8,2040,13,11,20400,68,0.8865964691995233,0.06306847184565942,0.1323529411764706,0.001,22,1,0.152,0
1031,harm,12,8,2040,13,2,20400,97,0.7901488328117676,0.030801868210186066,0.020618556701030927,0.001,18,1,0.122,0
9989,refusal,12,8,2040,14,25,20400,190,0.8271402901117216,0.053796267587961744,0.05263157894736842,0.001,21,1,0.171,0
817,deception,12,8,2040,14,16,20400,267,0.7450557723721521,0.05210224184293849,0.08614232209737828,0.001,20,1,0.141,0
12730,ethics,12,8,2040,14,4,20400,75,0.7303104551045511,0.009210354347560722,0.0,0.001,20,1,0.148,0
892,sycophancy-adj,12,8,2040,14,2,20400,68,0.8728261592852762,0.03969181300173783,0.058823529411764705,0.001,20,1,0.152,0
1031,harm,12,8,2040,14,6,20400,97,0.903440200549307,0.07543413953664566,0.12371134020618557,0.001,19,1,0.137,0
9989,refusal,12,16,4080,10,34,20400,190,0.8596531159665617,0.08259193294856623,0.10526315789473684,0.001,22,1,0.278,0
817,deception,12,16,4080,10,31,20400,267,0.8330461978405402,0.12826189155490622,0.1760299625468165,0.001,21,1,0.274,0
12730,ethics,12,16,4080,10,5,20400,75,0.7082358343583437,0.025808232108621966,0.05333333333333334,0.001,20,1,0.27,0
892,sycophancy-adj,12,16,4080,10,11,20400,68,0.9605287521264653,0.13672668470201327,0.23529411764705882,0.001,20,1,0.257,0
1031,harm,12,16,4080,10,7,20400,97,0.919979831328568,0.08896040532771511,0.1134020618556701,0.001,23,1,0.312,0
9989,refusal,12,16,4080,11,49,20400,190,0.858917419724472,0.14284220455810667,0.17894736842105263,0.001,22,1,0.278,0
817,deception,12,16,4080,11,80,20400,267,0.8205938002917303,0.0854746587267251,0.1198501872659176,0.001,20,1,0.241,0
12730,ethics,12,16,4080,11,17,20400,75,0.7469507175071751,0.019262818579445853,0.06666666666666667,0.001,22,1,0.311,0
892,sycophancy-adj,12,16,4080,11,55,20400,68,0.9492816308108921,0.23844682476230594,0.27941176470588236,0.001,20,1,0.259,0
1031,harm,12,16,4080,11,59,20400,97,0.9648843221076973,0.45075479875018315,0.4639175257731959,0.001,19,1,0.273,0
9989,refusal,12,16,4080,12,55,20400,190,0.8625294929555457,0.10244917082663163,0.15789473684210525,0.001,20,1,0.255,0
817,deception,12,16,4080,12,74,20400,267,0.8344905256449107,0.11840560034400438,0.1760299625468165,0.001,18,1,0.241,0
12730,ethics,12,16,4080,12,38,20400,75,0.826469208692087,0.03811321875245944,0.10666666666666667,0.001,21,1,0.294,0
892,sycophancy-adj,12,16,4080,12,22,20400,68,0.9602712617606555,0.21832852340203088,0.29411764705882354,0.001,22,1,0.275,0
1031,harm,12,16,4080,12,82,20400,97,0.9741361669673518,0.4425601085714359,0.4639175257731959,0.001,18,1,0.228,0
9989,refusal,12,16,4080,13,33,20400,190,0.8248248652308654,0.06156033965902459,0.11578947368421053,0.001,20,1,0.264,0
817,deception,12,16,4080,13,30,20400,267,0.8293330624753629,0.11388799647812307,0.17228464419475656,0.001,21,1,0.25,0
12730,ethics,12,16,4080,13,18,20400,75,0.7843463714637147,0.017891161815131056,0.06666666666666667,0.001,21,1,0.284,0
892,sycophancy-adj,12,16,4080,13,32,20400,68,0.949330814363912,0.20667429870562196,0.27941176470588236,0.001,19,1,0.234,0
1031,harm,12,16,4080,13,16,20400,97,0.9256805784123112,0.22471735145070418,0.29896907216494845,0.001,20,1,0.252,0
9989,refusal,12,16,4080,14,48,20400,190,0.8611935206646006,0.09603180013686709,0.12105263157894737,0.001,18,1,0.243,0
817,deception,12,16,4080,14,49,20400,267,0.8541762820316059,0.122425593827513,0.20224719101123595,0.001,20,1,0.271,0
12730,ethics,12,16,4080,14,13,20400,75,0.7130994669946699,0.036975521619150346,0.04,0.001,22,1,0.285,0
892,sycophancy-adj,12,16,4080,14,19,20400,68,0.9747283331983196,0.28372133207422906,0.29411764705882354,0.001,20,1,0.279,0
1031,harm,12,16,4080,14,25,20400,97,0.9509457492189209,0.22081416495186457,0.29896907216494845,0.001,20,1,0.237,0
9989,refusal,12,32,8160,10,106,20400,190,0.887939529675252,0.12684874826012063,0.21052631578947367,0.001,22,1,0.486,0
817,deception,12,32,8160,10,43,20400,267,0.8062909740115871,0.0902012766905672,0.1348314606741573,0.001,21,1,0.488,0
12730,ethics,12,32,8160,10,27,20400,75,0.838469536695367,0.057945382803943374,0.06666666666666667,0.001,23,1,0.547,0
892,sycophancy-adj,12,32,8160,10,34,20400,68,0.9694150628970849,0.20208286339502113,0.2647058823529412,0.001,20,1,0.459,0
1031,harm,12,32,8160,10,58,20400,97,0.9726280865506138,0.42431437581860504,0.44329896907216493,0.001,23,1,0.546,0
9989,refusal,12,32,8160,11,78,20400,190,0.8291132581577645,0.08415896405720663,0.11578947368421053,0.001,23,1,0.646,0
817,deception,12,32,8160,11,31,20400,267,0.7372260981328101,0.057844849694189605,0.11610486891385768,0.001,26,1,0.654,0
12730,ethics,12,32,8160,11,20,20400,75,0.6875053710537106,0.0512040998067633,0.05333333333333334,0.001,22,1,0.469,0
892,sycophancy-adj,12,32,8160,11,28,20400,68,0.966060455266112,0.23230765677735182,0.27941176470588236,0.001,19,1,0.45,0
1031,harm,12,32,8160,11,33,20400,97,0.9544724739779963,0.34305352135117617,0.35051546391752575,0.001,23,1,0.529,0
9989,refusal,12,32,8160,12,66,20400,190,0.8484293861819319,0.08850097614091162,0.15263157894736842,0.001,21,1,0.455,0
817,deception,12,32,8160,12,65,20400,267,0.8460594722994708,0.14459276103037816,0.1797752808988764,0.001,23,1,0.506,0
12730,ethics,12,32,8160,12,24,20400,75,0.7722476424764249,0.05805680587830582,0.09333333333333334,0.001,25,1,0.583,0
892,sycophancy-adj,12,32,8160,12,29,20400,68,0.9803844417956047,0.2414412404152055,0.3088235294117647,0.001,20,1,0.518,0
1031,harm,12,32,8160,12,66,20400,97,0.966508428239999,0.346662490829973,0.3711340206185567,0.001,20,1,0.515,0
9989,refusal,12,32,8160,13,60,20400,190,0.8701231802911535,0.11933566122015993,0.18421052631578946,0.001,23,1,0.525,0
817,deception,12,32,8160,13,42,20400,267,0.8485114252393865,0.10171210800159149,0.16104868913857678,0.001,21,1,0.51,0
12730,ethics,12,32,8160,13,89,20400,75,0.8647714637146372,0.06328645168246412,0.08,0.001,20,1,0.473,0
892,sycophancy-adj,12,32,8160,13,43,20400,68,0.9741316209741816,0.26200963195332194,0.27941176470588236,0.001,20,1,0.479,0
1031,harm,12,32,8160,13,37,20400,97,0.9449266296027553,0.3662563706597731,0.3711340206185567,0.001,20,1,0.439,0
9989,refusal,12,32,8160,14,43,20400,190,0.8661509414307663,0.12768274884763947,0.15789473684210525,0.001,23,1,0.549,0
817,deception,12,32,8160,14,42,20400,267,0.7779197177719477,0.059461657222436466,0.10486891385767791,0.001,22,1,0.593,0
12730,ethics,12,32,8160,14,27,20400,75,0.8434833948339482,0.05905121766547976,0.12,0.001,20,1,0.502,0
892,sycophancy-adj,12,32,8160,14,24,20400,68,0.9450178507365959,0.11322826985056655,0.16176470588235295,0.001,23,1,0.59,0
1031,harm,12,32,8160,14,23,20400,97,0.949870797622209,0.23177792831991775,0.27835051546391754,0.001,22,1,0.595,0
9989,refusal,12,64,16320,10,132,20400,190,0.874041381285971,0.1131041416710922,0.19473684210526315,0.001,23,1,0.954,0
817,deception,12,64,16320,10,90,20400,267,0.8543660314340349,0.12961519136050692,0.19850187265917604,0.001,25,1,1.092,0
12730,ethics,12,64,16320,10,56,20400,75,0.8470940549405495,0.06360328024288314,0.12,0.001,21,1,1.004,0
892,sycophancy-adj,12,64,16320,10,59,20400,68,0.9731870074411824,0.2559156638268353,0.29411764705882354,0.001,24,1,1.086,0
1031,harm,12,64,16320,10,61,20400,97,0.964579405511653,0.28326671760167116,0.32989690721649484,0.001,20,1,0.956,0
9989,refusal,12,64,16320,11,154,20400,190,0.8939764056355635,0.14607071773927988,0.24210526315789474,0.001,23,1,0.991,0
817,deception,12,64,16320,11,144,20400,267,0.868175695296689,0.15503146625284053,0.21722846441947566,0.001,24,1,1.083,0
12730,ethics,12,64,16320,11,114,20400,75,0.8866250102501025,0.09610255994046817,0.17333333333333334,0.001,21,1,0.94,0
892,sycophancy-adj,12,64,16320,11,56,20400,68,0.9698569915867193,0.24858853937719688,0.29411764705882354,0.001,20,1,1.034,0
1031,harm,12,64,16320,11,113,20400,97,0.9714861091576026,0.4482455493549079,0.422680412371134,0.001,20,1,0.895,0
9989,refusal,12,64,16320,12,131,20400,190,0.9013325867861143,0.12510498288529448,0.21052631578947367,0.001,23,1,0.987,0
817,deception,12,64,16320,12,90,20400,267,0.8348458407024002,0.12423000518837357,0.19101123595505617,0.001,24,1,1.06,0
12730,ethics,12,64,16320,12,104,20400,75,0.8711216072160721,0.11926644867127346,0.2,0.001,22,1,1.212,0
892,sycophancy-adj,12,64,16320,12,43,20400,68,0.9823915647313421,0.3039080133396266,0.3382352941176471,0.001,19,1,1.246,0
1031,harm,12,64,16320,12,111,20400,97,0.9774397262910209,0.4227459233899891,0.41237113402061853,0.001,19,1,0.909,0
9989,refusal,12,64,16320,13,185,20400,190,0.8933787338211933,0.13140974854556264,0.19473684210526315,0.001,23,1,1.217,0
817,deception,12,64,16320,13,152,20400,267,0.8859274960092166,0.19905114398491278,0.2546816479400749,0.001,21,1,1.162,0
12730,ethics,12,64,16320,13,146,20400,75,0.8850879868798688,0.0826686588169871,0.14666666666666667,0.001,21,1,1.298,0
892,sycophancy-adj,12,64,16320,13,95,20400,68,0.9903947414102371,0.3984276807628345,0.47058823529411764,0.001,23,1,1.293,0
1031,harm,12,64,16320,13,119,20400,97,0.9729525523372454,0.4445111142996528,0.44329896907216493,0.001,20,1,1.763,0
9989,refusal,12,64,16320,14,101,20400,190,0.8875530612776373,0.16988971430775693,0.26842105263157895,0.001,21,1,1.148,0
817,deception,12,64,16320,14,131,20400,267,0.897555599830416,0.19205888000199903,0.27340823970037453,0.001,22,1,1.369,0
12730,ethics,12,64,16320,14,114,20400,75,0.8931765477654776,0.11366321078154917,0.21333333333333335,0.001,21,1,1.296,0
892,sycophancy-adj,12,64,16320,14,84,20400,68,0.9856463586811863,0.34579141723646484,0.38235294117647056,0.001,22,1,1.293,0
1031,harm,12,64,16320,14,115,20400,97,0.9777047828491143,0.4577654897696422,0.4329896907216495,0.001,20,1,1.043,0
9989,refusal,12,128,32640,10,307,20400,190,0.9186387666345478,0.2713143120398969,0.3473684210526316,0.001,24,1,3.375,0
817,deception,12,128,32640,10,238,20400,267,0.9017561307194795,0.2166922691895882,0.2696629213483146,0.001,24,1,2.847,0
12730,ethics,12,128,32640,10,208,20400,75,0.9255281672816729,0.10735356197111569,0.16,0.001,23,1,3.466,0
892,sycophancy-adj,12,128,32640,10,123,20400,68,0.9845491314763166,0.34807774496930266,0.3382352941176471,0.001,20,1,2.928,0
1031,harm,12,128,32640,10,203,20400,97,0.9805361149715826,0.5119994506640766,0.5257731958762887,0.001,20,1,3.266,0
9989,refusal,12,128,32640,11,370,20400,190,0.9156311362275059,0.20226996559783292,0.29473684210526313,0.001,24,1,2.956,0
817,deception,12,128,32640,11,298,20400,267,0.9152322448972758,0.29072144622017465,0.30337078651685395,0.001,25,1,2.422,0
12730,ethics,12,128,32640,11,293,20400,75,0.9029982779827799,0.13345647029509386,0.21333333333333335,0.001,21,1,1.977,0
892,sycophancy-adj,12,128,32640,11,185,20400,68,0.9872657994931201,0.42708174595853055,0.4117647058823529,0.001,22,1,2.127,0
1031,harm,12,128,32640,11,273,20400,97,0.9807575032078445,0.5504709356231211,0.5257731958762887,0.001,22,1,1.93,0
9989,refusal,12,128,32640,12,227,20400,190,0.9236816062918305,0.20795916027135522,0.2736842105263158,0.001,27,1,2.379,0
817,deception,12,128,32640,12,222,20400,267,0.9180464889756528,0.25385036061349214,0.299625468164794,0.001,24,1,2.204,0
12730,ethics,12,128,32640,12,182,20400,75,0.9052765887658876,0.1441174520785905,0.2,0.001,25,1,2.254,0
892,sycophancy-adj,12,128,32640,12,148,20400,68,0.9808726608880813,0.36949113659212884,0.4117647058823529,0.001,24,1,2.118,0
1031,harm,12,128,32640,12,192,20400,97,0.9834339651191663,0.5048083486164764,0.5051546391752577,0.001,19,1,1.687,0
9989,refusal,12,128,32640,13,278,20400,190,0.9251418005677232,0.23694057175947647,0.3368421052631579,0.001,25,1,2.472,0
817,deception,12,128,32640,13,293,20400,267,0.9120284564574419,0.24236604711746737,0.2958801498127341,0.001,25,1,2.224,0
12730,ethics,12,128,32640,13,193,20400,75,0.9095530955309554,0.13151422279688607,0.17333333333333334,0.001,22,1,1.891,0
892,sycophancy-adj,12,128,32640,13,153,20400,68,0.9874639802802884,0.39606565710743297,0.39705882352941174,0.001,24,1,2.085,0
1031,harm,12,128,32640,13,214,20400,97,0.976913675344307,0.49164021712675876,0.4639175257731959,0.001,23,1,1.95,0
9989,refusal,12,128,32640,14,307,20400,190,0.9012041980259903,0.16238611855601365,0.22631578947368422,0.001,26,1,2.492,0
817,deception,12,128,32640,14,337,20400,267,0.9257095744013918,0.30921898887857724,0.33707865168539325,0.001,23,1,2.368,0
12730,ethics,12,128,32640,14,245,20400,75,0.9017092250922509,0.10740492918701959,0.16,0.001,22,1,2.076,0
892,sycophancy-adj,12,128,32640,14,167,20400,68,0.9875739199870386,0.4645898682170705,0.4411764705882353,0.001,22,1,2.179,0
1031,harm,12,128,32640,14,195,20400,97,0.9771462345466189,0.4624210629586133,0.4536082474226804,0.001,23,1,2.144,0
9989,refusal,12,256,65280,10,663,20400,190,0.9298072866480898,0.2886261323527961,0.3631578947368421,0.001,30,1,6.709,0
817,deception,12,256,65280,10,605,20400,267,0.9294992606284316,0.30623173139754706,0.31835205992509363,0.001,29,1,4.762,0
12730,ethics,12,256,65280,10,332,20400,75,0.8979817958179582,0.1659821476913009,0.18666666666666668,0.001,26,1,4.375,0
892,sycophancy-adj,12,256,65280,10,236,20400,68,0.9853592135260558,0.43940393591820776,0.4411764705882353,0.001,22,1,3.897,0
1031,harm,12,256,65280,10,439,20400,97,0.9832994057553832,0.5567333966021445,0.5360824742268041,0.001,22,1,4.099,0
9989,refusal,12,256,65280,11,667,20400,190,0.9338269225761087,0.2744704006964064,0.33157894736842103,0.001,29,1,10.12,0
817,deception,12,256,65280,11,611,20400,267,0.9324774891168486,0.2983231994577177,0.31835205992509363,0.001,29,1,9.232,0
12730,ethics,12,256,65280,11,422,20400,75,0.9186637146371464,0.21037494416787397,0.26666666666666666,0.001,26,1,8.253,0
892,sycophancy-adj,12,256,65280,11,300,20400,68,0.9866083311152515,0.44233486622538065,0.45588235294117646,0.001,25,1,8.01,0
1031,harm,12,256,65280,11,492,20400,97,0.9838224100749927,0.5642064208517965,0.5257731958762887,0.001,25,1,6.031,0
9989,refusal,12,256,65280,12,668,20400,190,0.9267488736685849,0.2565548528523645,0.34210526315789475,0.001,28,1,8.604,0
817,deception,12,256,65280,12,581,20400,267,0.9329293531349857,0.2959981651263012,0.3295880149812734,0.001,32,1,8.88,0
12730,ethics,12,256,65280,12,403,20400,75,0.9216360803608035,0.1809091407078261,0.24,0.001,25,1,6.852,0
892,sycophancy-adj,12,256,65280,12,286,20400,68,0.9865222598974668,0.4413035722125727,0.4411764705882353,0.001,23,1,5.253,0
1031,harm,12,256,65280,12,439,20400,97,0.9824859563184761,0.5692356239399474,0.5257731958762887,0.001,23,1,4.834,0
9989,refusal,12,256,65280,13,653,20400,190,0.9259827078830178,0.25870541106264405,0.3157894736842105,0.001,27,1,8.808,0
817,deception,12,256,65280,13,629,20400,267,0.9351550020081811,0.32819620124515114,0.3445692883895131,0.001,30,1,7.065,0
12730,ethics,12,256,65280,13,442,20400,75,0.9123798277982781,0.1611086886204077,0.2,0.001,27,1,6.644,0
892,sycophancy-adj,12,256,65280,13,300,20400,68,0.9851292080869334,0.44253479327420064,0.39705882352941174,0.001,22,1,5.399,0
1031,harm,12,256,65280,13,475,20400,97,0.9843124092676365,0.5647267323332891,0.5360824742268041,0.001,24,1,5.252,0
9989,refusal,12,256,65280,14,643,20400,190,0.9242792781062008,0.2580312808712785,0.3157894736842105,0.001,28,1,7.312,0
817,deception,12,256,65280,14,575,20400,267,0.9344395351437287,0.34330845356090034,0.36329588014981273,0.001,29,1,6.118,0
12730,ethics,12,256,65280,14,397,20400,75,0.9091732677326774,0.1388908391804698,0.18666666666666668,0.001,27,1,5.912,0
892,sycophancy-adj,12,256,65280,14,267,20400,68,0.9836891425860134,0.42061413873726067,0.4264705882352941,0.001,24,1,5.317,0
1031,harm,12,256,65280,14,436,20400,97,0.9835273950170383,0.5467787983778515,0.5257731958762887,0.001,22,1,5.052,0
9989,refusal,12,320,81600,10,845,20400,190,0.9341469829943487,0.28150886445509554,0.3473684210526316,0.001,30,1,9.257,0
817,deception,12,320,81600,10,755,20400,267,0.938098722149392,0.331820738594199,0.3707865168539326,0.001,30,1,7.394,0
12730,ethics,12,320,81600,10,506,20400,75,0.9181185731857318,0.17366632997115977,0.21333333333333335,0.001,26,1,5.915,0
892,sycophancy-adj,12,320,81600,10,358,20400,68,0.987435048778512,0.45250897880011304,0.39705882352941174,0.001,24,1,6.783,0
1031,harm,12,320,81600,10,559,20400,97,0.9828439350032574,0.5700937056041196,0.5567010309278351,0.001,22,1,5.356,0
9989,refusal,20,2,510,10,0,,,,,,0.001,,,0.0,1
817,deception,20,2,510,10,0,,,,,,0.001,,,0.0,1
12730,ethics,20,2,510,10,0,,,,,,0.001,,,0.0,1
892,sycophancy-adj,20,2,510,10,0,,,,,,0.001,,,0.0,1
1031,harm,20,2,510,10,1,20400,97,0.6698674869540889,0.007727777171242636,0.0,0.001,21,1,0.087,0
9989,refusal,20,2,510,11,1,20400,190,0.5624729810672153,0.011043611711536616,0.005263157894736842,0.001,19,1,0.055,0
817,deception,20,2,510,11,1,20400,267,0.7739839989165681,0.047772200749560366,0.052434456928838954,0.001,21,1,0.065,0
12730,ethics,20,2,510,11,0,,,,,,0.001,,,0.0,1
892,sycophancy-adj,20,2,510,11,6,20400,68,0.8886780907523347,0.08475903787265864,0.14705882352941177,0.001,18,1,0.051,0
1031,harm,20,2,510,11,0,,,,,,0.001,,,0.0,1
9989,refusal,20,2,510,12,0,,,,,,0.001,,,0.0,1
817,deception,20,2,510,12,23,20400,267,0.8555177358952479,0.1639368651634194,0.23220973782771537,0.001,20,1,0.075,0
12730,ethics,20,2,510,12,0,,,,,,0.001,,,0.0,1
892,sycophancy-adj,20,2,510,12,1,20400,68,0.5865399081135503,0.010004429183915392,0.0,0.001,20,1,0.103,0
1031,harm,20,2,510,12,3,20400,97,0.8416109345477867,0.0819327411646218,0.15463917525773196,0.001,21,1,0.109,0
9989,refusal,20,2,510,13,0,,,,,,0.001,,,0.0,1
817,deception,20,2,510,13,0,,,,,,0.001,,,0.0,1
12730,ethics,20,2,510,13,0,,,,,,0.001,,,0.0,1
892,sycophancy-adj,20,2,510,13,0,,,,,,0.001,,,0.0,1
1031,harm,20,2,510,13,0,,,,,,0.001,,,0.0,1
9989,refusal,20,2,510,14,0,,,,,,0.001,,,0.0,1
817,deception,20,2,510,14,1,20400,267,0.6989034158799041,0.021463353839378717,0.003745318352059925,0.001,21,1,0.064,0
12730,ethics,20,2,510,14,0,,,,,,0.001,,,0.0,1
892,sycophancy-adj,20,2,510,14,0,,,,,,0.001,,,0.0,1
1031,harm,20,2,510,14,0,,,,,,0.001,,,0.0,1
9989,refusal,20,4,1020,10,8,20400,190,0.8662453449308575,0.11838344825108942,0.18421052631578946,0.001,22,1,0.109,0
817,deception,20,4,1020,10,7,20400,267,0.8530930361783279,0.10127601520866018,0.12734082397003746,0.001,19,1,0.112,0
12730,ethics,20,4,1020,10,1,20400,75,0.7683824518245181,0.019382209117540856,0.06666666666666667,0.001,19,1,0.107,0
892,sycophancy-adj,20,4,1020,10,0,,,,,,0.001,,,0.0,1
1031,harm,20,4,1020,10,4,20400,97,0.9171132091088057,0.10795904256586907,0.1958762886597938,0.001,19,1,0.095,0
9989,refusal,20,4,1020,11,1,20400,190,0.5977555405088674,0.012085221972286906,0.005263157894736842,0.001,21,1,0.101,0
817,deception,20,4,1020,11,1,20400,267,0.7763908398662006,0.046882619206228396,0.052434456928838954,0.001,21,1,0.129,0
12730,ethics,20,4,1020,11,0,,,,,,0.001,,,0.0,1
892,sycophancy-adj,20,4,1020,11,8,20400,68,0.9480780803369941,0.06928462554676824,0.10294117647058823,0.001,20,1,0.103,0
1031,harm,20,4,1020,11,2,20400,97,0.7716811948465288,0.02005184043072949,0.041237113402061855,0.001,22,1,0.126,0
9989,refusal,20,4,1020,12,0,,,,,,0.001,,,0.0,1
817,deception,20,4,1020,12,5,20400,267,0.8234350185498643,0.08712442824448881,0.14606741573033707,0.001,24,1,0.143,0
12730,ethics,20,4,1020,12,8,20400,75,0.8033751537515376,0.02277096856632706,0.04,0.001,21,1,0.094,0
892,sycophancy-adj,20,4,1020,12,13,20400,68,0.9576240293481154,0.12483447537458407,0.20588235294117646,0.001,20,1,0.105,0
1031,harm,20,4,1020,12,2,20400,97,0.8014177987002075,0.02384786831702422,0.020618556701030927,0.001,21,1,0.117,0
9989,refusal,20,4,1020,13,0,,,,,,0.001,,,0.0,1
817,deception,20,4,1020,13,3,20400,267,0.7310915185551663,0.032306270024084545,0.04119850187265917,0.001,20,1,0.12,0
12730,ethics,20,4,1020,13,0,,,,,,0.001,,,0.0,1
892,sycophancy-adj,20,4,1020,13,0,,,,,,0.001,,,0.0,1
1031,harm,20,4,1020,13,0,,,,,,0.001,,,0.0,1
9989,refusal,20,4,1020,14,23,20400,190,0.845126956431157,0.11031633072779332,0.14736842105263157,0.001,22,1,0.106,0
817,deception,20,4,1020,14,5,20400,267,0.6300230805964308,0.041881080417483695,0.0599250936329588,0.001,23,1,0.135,0
12730,ethics,20,4,1020,14,2,20400,75,0.7321426814268143,0.012360068778803607,0.013333333333333334,0.001,22,1,0.123,0
892,sycophancy-adj,20,4,1020,14,0,,,,,,0.001,,,0.0,1
1031,harm,20,4,1020,14,0,,,,,,0.001,,,0.0,1
9989,refusal,20,8,2040,10,4,20400,190,0.7726899137998384,0.0392907985265461,0.07368421052631578,0.001,21,1,0.209,0
817,deception,20,8,2040,10,3,20400,267,0.7379611910383961,0.036175742820249344,0.06367041198501873,0.001,18,1,0.158,0
12730,ethics,20,8,2040,10,0,,,,,,0.001,,,0.0,1
892,sycophancy-adj,20,8,2040,10,2,20400,68,0.8344647961486386,0.027407632084105685,0.029411764705882353,0.001,19,1,0.166,0
1031,harm,20,8,2040,10,4,20400,97,0.9028435694080049,0.04441366957729631,0.061855670103092786,0.001,24,1,0.191,0
9989,refusal,20,8,2040,11,6,20400,190,0.7829255970207558,0.04693132578096314,0.08421052631578947,0.001,19,1,0.156,0
817,deception,20,8,2040,11,17,20400,267,0.8721781054861575,0.1306591706458295,0.1947565543071161,0.001,20,1,0.169,0
12730,ethics,20,8,2040,11,8,20400,75,0.8852250922509226,0.10392152210406015,0.13333333333333333,0.001,19,1,0.16,0
892,sycophancy-adj,20,8,2040,11,24,20400,68,0.9784727928157294,0.19834015000442567,0.2647058823529412,0.001,19,1,0.142,0
1031,harm,20,8,2040,11,9,20400,97,0.9430788502638633,0.2553933959971441,0.29896907216494845,0.001,20,1,0.187,0
9989,refusal,20,8,2040,12,32,20400,190,0.9024870439334357,0.2528635594735702,0.2894736842105263,0.001,21,1,0.181,0
817,deception,20,8,2040,12,7,20400,267,0.8456476044789043,0.07778725801692045,0.11235955056179775,0.001,23,1,0.2,0
12730,ethics,20,8,2040,12,5,20400,75,0.7978810988109881,0.06559210382152862,0.12,0.001,23,1,0.208,0
892,sycophancy-adj,20,8,2040,12,9,20400,68,0.9487442281653957,0.09487608704981372,0.16176470588235295,0.001,25,1,0.207,0
1031,harm,20,8,2040,12,29,20400,97,0.9690117401775472,0.32896888651144707,0.35051546391752575,0.001,20,1,0.182,0
9989,refusal,20,8,2040,13,1,20400,190,0.7488027031953957,0.027791056685066543,0.04736842105263158,0.001,22,1,0.231,0
817,deception,20,8,2040,13,1,20400,267,0.5729582731762617,0.01739001683193512,0.02247191011235955,0.001,20,1,0.179,0
12730,ethics,20,8,2040,13,0,,,,,,0.001,,,0.0,1
892,sycophancy-adj,20,8,2040,13,11,20400,68,0.8657028619041558,0.03615604362954729,0.058823529411764705,0.001,24,1,0.202,0
1031,harm,20,8,2040,13,2,20400,97,0.8666450694656367,0.10571737112865578,0.17525773195876287,0.001,19,1,0.164,0
9989,refusal,20,8,2040,14,25,20400,190,0.8903532644079272,0.1458683789374951,0.19473684210526315,0.001,22,1,0.216,0
817,deception,20,8,2040,14,16,20400,267,0.7948954062227758,0.06530662119295313,0.07865168539325842,0.001,22,1,0.181,0
12730,ethics,20,8,2040,14,4,20400,75,0.8354027060270602,0.018605547312966927,0.04,0.001,22,1,0.189,0
892,sycophancy-adj,20,8,2040,14,2,20400,68,0.8267820358519171,0.02022007356669847,0.029411764705882353,0.001,21,1,0.174,0
1031,harm,20,8,2040,14,6,20400,97,0.8903656003302545,0.05659475782638893,0.08247422680412371,0.001,21,1,0.184,0
9989,refusal,20,16,4080,10,34,20400,190,0.9461571915935308,0.22613963543403484,0.2894736842105263,0.001,21,1,0.303,0
817,deception,20,16,4080,10,31,20400,267,0.9324497708217879,0.26847092395502414,0.30711610486891383,0.001,22,1,0.309,0
12730,ethics,20,16,4080,10,5,20400,75,0.8052880688806888,0.053217115431901656,0.06666666666666667,0.001,22,1,0.322,0
892,sycophancy-adj,20,16,4080,10,11,20400,68,0.9449108041800234,0.11182270378079892,0.20588235294117646,0.001,20,1,0.315,0
1031,harm,20,16,4080,10,7,20400,97,0.9272841198116575,0.09629730153628042,0.16494845360824742,0.001,23,1,0.324,0
9989,refusal,20,16,4080,11,49,20400,190,0.9571189353889424,0.30660515622391715,0.35789473684210527,0.001,23,1,0.326,0
817,deception,20,16,4080,11,80,20400,267,0.9516907322857306,0.37028300035869005,0.40074906367041196,0.001,22,1,0.309,0
12730,ethics,20,16,4080,11,17,20400,75,0.888830176301763,0.03703974188033094,0.08,0.001,23,1,0.327,0
892,sycophancy-adj,20,16,4080,11,55,20400,68,0.9845744465403711,0.321196582498503,0.35294117647058826,0.001,22,1,0.321,0
1031,harm,20,16,4080,11,59,20400,97,0.9915151435139086,0.5481652131907019,0.5051546391752577,0.001,20,1,0.298,0
9989,refusal,20,16,4080,12,55,20400,190,0.9574587879892705,0.34671555931932574,0.35789473684210527,0.001,24,1,0.359,0
817,deception,20,16,4080,12,74,20400,267,0.9234011427006659,0.2859983082612425,0.3146067415730337,0.001,22,1,0.318,0
